category,job,characters,movie,person
actor,\N,"[""Bobby""]",The Florida Project,Willem Dafoe
director,\N,\N,The Florida Project,Sean Baker
writer,written by,\N,The Florida Project,Sean Baker
actor,\N,"[""Bradley Thomas""]",Brawl in Cell Block 99,Vince Vaughn
actress,\N,"[""Lauren Thomas""]",Brawl in Cell Block 99,Jennifer Carpenter
actor,\N,"[""Warden Tuggs""]",Brawl in Cell Block 99,Don Johnson
director,director,\N,Brawl in Cell Block 99,S. Craig Zahler
writer,written by,\N,Brawl in Cell Block 99,S. Craig Zahler
actor,\N,"[""Ramanna (Raman)""]",Raman Raghav 2.0,Nawazuddin Siddiqui
actor,\N,"[""Raghavan (Raghav)""]",Raman Raghav 2.0,Vicky Kaushal
actress,\N,"[""Simmy""]",Raman Raghav 2.0,Sobhita Dhulipala
director,\N,\N,Raman Raghav 2.0,Anurag Kashyap
writer,\N,\N,Raman Raghav 2.0,Vasan Bala
actress,\N,"[""Shivani Shivaji Roy""]",Mardaani 2,Rani Mukerji
actor,\N,"[""Vikram Roy""]",Mardaani 2,Jisshu Sengupta
actress,\N,"[""Meera""]",Mardaani 2,Avneet Kaur
director,\N,\N,Mardaani 2,Gopi Puthran
writer,\N,\N,Mardaani 2,Gopi Puthran
actress,\N,"[""Devki Sabarwal""]",Mom,Sridevi
actress,\N,"[""Aarya Sabarwal""]",Mom,Sajal Ali
actor,\N,"[""Mathew Francis""]",Mom,Akshaye Khanna
director,\N,\N,Mom,Ravi Udyawar
writer,dialogue,\N,Mom,Girish Kohli
actor,\N,"[""Dinel Petre""]",Doua lozuri,Dorian Boguta
actor,\N,"[""Vasile Gramada aka Sile""]",Doua lozuri,Dragos Bucur
actor,\N,"[""Pompiliu Bors""]",Doua lozuri,Alexandru Papadopol
director,\N,\N,Doua lozuri,Paul Negoescu
writer,short story,\N,Doua lozuri,Ion Luca Caragiale
actor,\N,"[""Seok-woo""]",Busanhaeng,Gong Yoo
actress,\N,"[""Seong-kyeong""]",Busanhaeng,Jung Yu-mi
actor,\N,"[""Sang-hwa""]",Busanhaeng,Ma Dong-seok
director,director,\N,Busanhaeng,Yeon Sang-ho
writer,\N,\N,Busanhaeng,Park Joo-suk
actor,\N,"[""Nirmal Kumar""]",Madaari,Irrfan Khan
actor,\N,"[""Nachiket Verma""]",Madaari,Jimmy Shergill
actor,\N,"[""Rohan Goswami""]",Madaari,Vishesh Bansal
director,\N,\N,Madaari,Nishikant Kamat
writer,story,\N,Madaari,Shailja Kejriwal
actor,\N,"[""Robin Cavendish""]",Breathe,Andrew Garfield
actress,\N,"[""Diana Cavendish""]",Breathe,Claire Foy
actor,\N,"[""Teddy Hall""]",Breathe,Hugh Bonneville
director,\N,\N,Breathe,Andy Serkis
writer,screenplay,\N,Breathe,William Nicholson
actor,\N,"[""Nuri Sekerci""]",Aus dem Nichts,Numan Acar
actor,\N,"[""Knacki""]",Aus dem Nichts,Adam Bousdoukos
actress,\N,"[""Katja Sekerci""]",Aus dem Nichts,Diane Kruger
director,\N,\N,Aus dem Nichts,Fatih Akin
writer,written for screen by,\N,Aus dem Nichts,Fatih Akin
actor,\N,"[""Elio""]",Call Me by Your Name,Timothée Chalamet
actor,\N,"[""Oliver""]",Call Me by Your Name,Armie Hammer
actor,\N,"[""Mr. Perlman""]",Call Me by Your Name,Michael Stuhlbarg
director,director,\N,Call Me by Your Name,Luca Guadagnino
writer,screenplay by,\N,Call Me by Your Name,James Ivory
actor,\N,"[""Howard Ratner""]",Uncut Gems,Adam Sandler
actress,\N,"[""Julia De Fiore""]",Uncut Gems,Julia Fox
actress,\N,"[""Dinah Ratner""]",Uncut Gems,Idina Menzel
director,\N,\N,Uncut Gems,Benny Safdie
writer,written by,\N,Uncut Gems,Ronald Bronstein
actor,\N,"[""Byung-su""]",Salinjaui gieokbeob,Sul Kyung-gu
actor,\N,"[""Tae-ju""]",Salinjaui gieokbeob,Kim Nam-gil
actress,\N,"[""Eun-hee""]",Salinjaui gieokbeob,Kim Seol-hyun
director,director,\N,Salinjaui gieokbeob,Won Shin-yeon
writer,\N,\N,Salinjaui gieokbeob,Jo-yun Hwang
actor,\N,"[""Raj Batra""]",Hindi Medium,Irrfan Khan
actress,\N,"[""Mita Batra""]",Hindi Medium,Saba Qamar
actress,\N,"[""Pia Batra""]",Hindi Medium,Dishita Sehgal
director,\N,\N,Hindi Medium,Saket Chaudhary
writer,cowriter,\N,Hindi Medium,Sonu Sinha
actress,\N,"[""Alma""]",Phantom Thread,Vicky Krieps
actor,\N,"[""Reynolds Woodcock""]",Phantom Thread,Daniel Day-Lewis
actress,\N,"[""Cyril""]",Phantom Thread,Lesley Manville
director,\N,\N,Phantom Thread,Paul Thomas Anderson
writer,written by,\N,Phantom Thread,Paul Thomas Anderson
actor,\N,"[""Keshav""]",Toilet - Ek Prem Katha,Akshay Kumar
actor,\N,"[""Dinanath Joshi (Kaka)""]",Toilet - Ek Prem Katha,Anupam Kher
actor,\N,"[""Naru""]",Toilet - Ek Prem Katha,Divyendu Sharma
director,\N,\N,Toilet - Ek Prem Katha,Shree Narayan Singh
writer,Story Development,\N,Toilet - Ek Prem Katha,Medha Jadhav
actor,\N,"[""Narration""]",I Am Not Your Negro,Samuel L. Jackson
director,director,\N,I Am Not Your Negro,Raoul Peck
writer,writings,\N,I Am Not Your Negro,James Baldwin
actor,\N,"[""James""]",Brigsby Bear,Kyle Mooney
actor,\N,"[""Spencer""]",Brigsby Bear,Jorge Lendeborg Jr.
actor,\N,"[""Greg Pope""]",Brigsby Bear,Matt Walsh
director,\N,\N,Brigsby Bear,Dave McCary
writer,screenplay by,\N,Brigsby Bear,Kevin Costello
actor,\N,"[""First Lieutenant Oguz Caglar""]",Dag II,Caglar Ertugrul
actor,\N,"[""Specialist Bekir Özbey""]",Dag II,Ufuk Bayraktar
actress,\N,"[""Ceyda Balaban""]",Dag II,Ahu Türkpençe
director,\N,\N,Dag II,Alper Caglar
writer,\N,\N,Dag II,Alper Caglar
actor,\N,"[""Franz Jägerstätter""]",A Hidden Life,August Diehl
actress,\N,"[""Fani Jägerstätter""]",A Hidden Life,Valerie Pachner
actress,\N,"[""Resie Schwaninger""]",A Hidden Life,Maria Simon
director,\N,\N,A Hidden Life,Terrence Malick
writer,written by,\N,A Hidden Life,Terrence Malick
actor,\N,"[""Lucky""]",Lucky,Harry Dean Stanton
actor,\N,"[""Howard""]",Lucky,David Lynch
actor,\N,"[""Bobby Lawrence""]",Lucky,Ron Livingston
director,\N,\N,Lucky,John Carroll Lynch
writer,screenplay,\N,Lucky,Logan Sparks
actress,\N,"[""Aruvi""]",Aruvi,Aditi Balan
actress,\N,"[""Shakil Waqaab""]",Aruvi,Padmashri Mohammad Ali
actor,\N,"[""Peter""]",Aruvi,Pradeep Anthony
director,\N,\N,Aruvi,Arun Prabhu Purushothaman
writer,\N,\N,Aruvi,Arun Prabhu Purushothaman
director,\N,\N,13th,Ava DuVernay
writer,written by,\N,13th,Spencer Averick
actor,\N,"[""Jim""]",Blue Jay,Mark Duplass
actress,\N,"[""Amanda""]",Blue Jay,Sarah Paulson
actor,\N,"[""Waynie""]",Blue Jay,Clu Gulager
director,\N,\N,Blue Jay,Alex Lehmann
writer,written by,\N,Blue Jay,Mark Duplass
actor,\N,"[""Masaru Katô""]",Gantz: O,Daisuke Ono
actress,\N,"[""Anzu Yamasaki""]",Gantz: O,Mao Ichimichi
actor,\N,"[""Jôichirô Nishi""]",Gantz: O,Tomohiro Kaku
director,\N,\N,Gantz: O,Yasushi Kawamura
writer,manga,\N,Gantz: O,Hiroya Oku
director,director,\N,Before the Flood,Fisher Stevens
writer,written by,\N,Before the Flood,Mark Monroe
actor,\N,"[""James Murray""]",The Professor and the Madman,Mel Gibson
actor,\N,"[""Dr. William Chester Minor""]",The Professor and the Madman,Sean Penn
actor,\N,"[""Mr. Muncie""]",The Professor and the Madman,Eddie Marsan
director,director,\N,The Professor and the Madman,Farhad Safinia
writer,screenplay by,\N,The Professor and the Madman,Todd Komarnicki
actress,\N,"[""Padmavati""]",Padmaavat,Deepika Padukone
actor,\N,"[""Sultan Alauddin Khilji""]",Padmaavat,Ranveer Singh
actor,\N,"[""Maharawal Ratan Singh""]",Padmaavat,Shahid Kapoor
director,\N,\N,Padmaavat,Sanjay Leela Bhansali
writer,screenplay,\N,Padmaavat,Prakash Kapadia
actress,\N,"[""Kaira""]",Dear Zindagi,Alia Bhatt
actor,\N,"[""Dr. Jehangir Khan""]",Dear Zindagi,Shah Rukh Khan
actor,\N,"[""Raghuvendra""]",Dear Zindagi,Kunal Kapoor
director,\N,\N,Dear Zindagi,Gauri Shinde
writer,\N,\N,Dear Zindagi,Krishnan Hariharan
actor,\N,"[""Anbu""]",Vada Chennai,Dhanush
actor,\N,"[""Rajan""]",Vada Chennai,Ameer Sultan
actor,\N,"[""Muthu""]",Vada Chennai,Radha Ravi
director,\N,\N,Vada Chennai,Vetrimaaran
writer,hindi dialogue,\N,Vada Chennai,Gautam Siddharth
actress,\N,"[""Ariel""]",The Little Mermaid,Halle Bailey
actor,\N,"[""Eric""]",The Little Mermaid,Jonah Hauer-King
actress,\N,"[""Ursula""]",The Little Mermaid,Melissa McCarthy
director,\N,\N,The Little Mermaid,Rob Marshall
writer,screenplay by,\N,The Little Mermaid,David Magee
actor,\N,"[""Jagdish Mishra""]",Jolly LLB 2,Akshay Kumar
actor,\N,"[""Jolly""]",Jolly LLB 2,Akshay Kumar
actress,\N,"[""Pushpa Pandey""]",Jolly LLB 2,Huma Qureshi
director,\N,\N,Jolly LLB 2,Subhash Kapoor
writer,\N,\N,Jolly LLB 2,Subhash Kapoor
actor,\N,"[""Jin""]",Columbus,John Cho
actress,\N,"[""Casey""]",Columbus,Haley Lu Richardson
actress,\N,"[""Eleanor""]",Columbus,Parker Posey
director,\N,\N,Columbus,Kogonada
writer,written by,\N,Columbus,Kogonada
actress,\N,"[""Miriam Besson""]",Jusqu'à la garde,Léa Drucker
actor,\N,"[""Antoine Besson""]",Jusqu'à la garde,Denis Ménochet
actor,\N,"[""Julien Besson""]",Jusqu'à la garde,Thomas Gioria
director,\N,\N,Jusqu'à la garde,Xavier Legrand
writer,screenplay,\N,Jusqu'à la garde,Xavier Legrand
director,\N,\N,The Edge of Democracy,Petra Costa
writer,screenplay,\N,The Edge of Democracy,Petra Costa
actress,\N,"[""O-Ren Ishii (Cottonmouth)""]",Kill Bill: The Whole Bloody Affair,Lucy Liu
actress,\N,"[""Vernita Green (Copperhead)""]",Kill Bill: The Whole Bloody Affair,Vivica A. Fox
actor,\N,"[""Budd (Sidewinder)""]",Kill Bill: The Whole Bloody Affair,Michael Madsen
director,\N,\N,Kill Bill: The Whole Bloody Affair,Quentin Tarantino
writer,written by,\N,Kill Bill: The Whole Bloody Affair,Quentin Tarantino
actor,\N,"[""Rev. Ernst Toller""]",First Reformed,Ethan Hawke
actress,\N,"[""Mary Mensana""]",First Reformed,Amanda Seyfried
actor,\N,"[""Rev. Joel Jeffers""]",First Reformed,Cedric The Entertainer
director,\N,\N,First Reformed,Paul Schrader
writer,written by,\N,First Reformed,Paul Schrader
actor,\N,"[""Stephen Nedumbally""]",Lucifer,Mohanlal
actor,\N,"[""Khureshi-Ab'raam""]",Lucifer,Mohanlal
actor,\N,"[""Bobby""]",Lucifer,Vivek Oberoi
director,\N,\N,Lucifer,Prithviraj Sukumaran
writer,\N,\N,Lucifer,Murali Gopy
actress,\N,"[""Insia""]",Secret Superstar,Zaira Wasim
actress,\N,"[""Najma""]",Secret Superstar,Meher Vij
actor,\N,"[""Farookh""]",Secret Superstar,Raj Arjun
director,\N,\N,Secret Superstar,Advait Chandan
writer,screenplay,\N,Secret Superstar,Advait Chandan
actor,\N,"[""Sikander Khanna (Sikku)""]",Bhavesh Joshi Superhero,Harshvardhan Kapoor
actor,\N,"[""Bhavesh Joshi""]",Bhavesh Joshi Superhero,Priyanshu Painyuli
actor,\N,"[""Rajat""]",Bhavesh Joshi Superhero,Ashish Verma
director,\N,\N,Bhavesh Joshi Superhero,Vikramaditya Motwane
writer,\N,\N,Bhavesh Joshi Superhero,Vikramaditya Motwane
actor,\N,"[""Sean""]",120 battements par minute,Nahuel Pérez Biscayart
actor,\N,"[""Nathan""]",120 battements par minute,Arnaud Valois
actress,\N,"[""Sophie""]",120 battements par minute,Adèle Haenel
director,\N,\N,120 battements par minute,Robin Campillo
writer,writer,\N,120 battements par minute,Robin Campillo
actor,\N,"[""John Wick""]",John Wick: Chapter 3 - Parabellum,Keanu Reeves
actress,\N,"[""Sofia""]",John Wick: Chapter 3 - Parabellum,Halle Berry
actor,\N,"[""Winston""]",John Wick: Chapter 3 - Parabellum,Ian McShane
director,\N,\N,John Wick: Chapter 3 - Parabellum,Chad Stahelski
writer,screenplay by,\N,John Wick: Chapter 3 - Parabellum,Derek Kolstad
actor,\N,"[""Vikram""]",Vikram Vedha,Madhavan
actor,\N,"[""Vedha""]",Vikram Vedha,Vijay Sethupathi
actress,\N,"[""Priya""]",Vikram Vedha,Shraddha Srinath
director,\N,\N,Vikram Vedha,Gayatri
writer,dialogue by,\N,Vikram Vedha,Manikandan K.
actress,\N,"[""Cleo""]",Roma,Yalitza Aparicio
actress,\N,"[""Sra. Sofía""]",Roma,Marina de Tavira
actor,\N,"[""Toño""]",Roma,Diego Cortina Autrey
director,\N,\N,Roma,Alfonso Cuarón
writer,written by,\N,Roma,Alfonso Cuarón
actor,\N,"[""1936 India Team Manager""]",Gold,Krishan Tandon
actor,\N,"[""Captain Fanelsa""]",Gold,Hubertus Geller
actor,\N,"[""James Cullen""]",Gold,Siddharth Kher
director,director,\N,Gold,Reema Kagti
writer,written by,\N,Gold,Reema Kagti
actor,\N,"[""Shaurya""]",Trapped,Rajkummar Rao
actress,\N,"[""Noorie""]",Trapped,Geetanjali Thapa
actor,\N,"[""Roommate 1""]",Trapped,Shiladitya Sen
director,\N,\N,Trapped,Vikramaditya Motwane
writer,written by,\N,Trapped,Amit Joshi
actor,\N,"[""Brady Blackburn""]",The Rider,Brady Jandreau
actor,\N,"[""Gus""]",The Rider,Mooney
actor,\N,"[""Wayne Blackburn""]",The Rider,Tim Jandreau
director,\N,\N,The Rider,Chloé Zhao
writer,written by,\N,The Rider,Chloé Zhao
actor,\N,"[""Wade Wilson""]",Deadpool & Wolverine,Ryan Reynolds
actor,\N,"[""Deadpool""]",Deadpool & Wolverine,Ryan Reynolds
actor,\N,"[""Nicepool""]",Deadpool & Wolverine,Ryan Reynolds
director,\N,\N,Deadpool & Wolverine,Shawn Levy
writer,written by,\N,Deadpool & Wolverine,Ryan Reynolds
actor,\N,"[""Guy""]",Free Guy,Ryan Reynolds
actress,\N,"[""Millie""]",Free Guy,Jodie Comer
actress,\N,"[""Molotovgirl""]",Free Guy,Jodie Comer
director,director,\N,Free Guy,Shawn Levy
writer,screenplay by,\N,Free Guy,Matt Lieberman
actor,\N,"[""Havildar Ishar Singh""]",Kesari,Akshay Kumar
actress,\N,"[""Jiwani""]",Kesari,Parineeti Chopra
actor,\N,"[""Naik Lal Singh""]",Kesari,Suvinder Vicky
director,\N,\N,Kesari,Anurag Singh
writer,writer,\N,Kesari,Girish Kohli
actor,\N,"[""Dick Cheney""]",Vice,Christian Bale
actress,\N,"[""Lynne Cheney""]",Vice,Amy Adams
actor,\N,"[""Donald Rumsfeld""]",Vice,Steve Carell
director,\N,\N,Vice,Adam McKay
writer,written by,\N,Vice,Adam McKay
actor,\N,"[""Bernard Garrett""]",The Banker,Anthony Mackie
actor,\N,"[""Joe Morris""]",The Banker,Samuel L. Jackson
actor,\N,"[""Matt Steiner""]",The Banker,Nicholas Hoult
director,\N,\N,The Banker,George Nolfi
writer,screenplay by,\N,The Banker,Niceole R. Levy
actress,\N,"[""Kay Graham""]",The Post,Meryl Streep
actor,\N,"[""Ben Bradlee""]",The Post,Tom Hanks
actress,\N,"[""Tony Bradlee""]",The Post,Sarah Paulson
director,\N,\N,The Post,Steven Spielberg
writer,written by,\N,The Post,Liz Hannah
actor,\N,"[""Lt.Commander Arjun Varma""]",The Ghazi Attack,Rana Daggubati
actor,\N,"[""Captain Rann Vijay Singh""]",The Ghazi Attack,Kay Kay Menon
actor,\N,"[""XO Devaraj""]",The Ghazi Attack,Atul Kulkarni
director,\N,\N,The Ghazi Attack,Sankalp Reddy
writer,story and screenplay,\N,The Ghazi Attack,Sankalp Reddy
actress,\N,"[""Zhenya""]",Nelyubov,Maryana Spivak
actor,\N,"[""Boris""]",Nelyubov,Aleksey Rozin
actor,\N,"[""Alyosha""]",Nelyubov,Matvey Novikov
director,\N,\N,Nelyubov,Andrey Zvyagintsev
writer,\N,\N,Nelyubov,Oleg Negin
actor,\N,"[""Süleyman Dilbirligi (old)""]",Ayla,Çetin Tekindor
actor,\N,"[""Süleyman Dilbirligi (young)""]",Ayla,Ismail Hacioglu
actress,\N,"[""Ayla (old)""]",Ayla,Lee Kyung-jin
director,\N,\N,Ayla,Can Ulkay
writer,\N,\N,Ayla,Yigit Güralp
actor,\N,"[""Peter Parker""]",Spider-Man: Far from Home,Tom Holland
actor,\N,"[""Spider-Man""]",Spider-Man: Far from Home,Tom Holland
actor,\N,"[""Nick Fury""]",Spider-Man: Far from Home,Samuel L. Jackson
director,\N,\N,Spider-Man: Far from Home,Jon Watts
writer,written by,\N,Spider-Man: Far from Home,Chris McKenna
director,director,\N,Icarus,Bryan Fogel
writer,written by,\N,Icarus,Bryan Fogel
actress,\N,"[""Harley Quinn""]",The Suicide Squad,Margot Robbie
actor,\N,"[""Bloodsport""]",The Suicide Squad,Idris Elba
actor,\N,"[""Peacemaker""]",The Suicide Squad,John Cena
director,\N,\N,The Suicide Squad,James Gunn
writer,written by,\N,The Suicide Squad,James Gunn
actor,\N,"[""Adonis Johnson""]",Creed II,Michael B. Jordan
actor,\N,"[""Rocky Balboa""]",Creed II,Sylvester Stallone
actress,\N,"[""Bianca""]",Creed II,Tessa Thompson
director,\N,\N,Creed II,Steven Caple Jr.
writer,screenplay by,\N,Creed II,Juel Taylor
actor,\N,"[""Deepak""]",Dhuruvangal Pathinaaru,Rahman
actor,\N,"[""Gautham""]",Dhuruvangal Pathinaaru,Prakash Raghavan
actor,\N,"[""The paperboy""]",Dhuruvangal Pathinaaru,Sharathkumar
director,\N,\N,Dhuruvangal Pathinaaru,Karthick Naren
writer,\N,\N,Dhuruvangal Pathinaaru,Karthick Naren
actress,\N,"[""Úrsula""]",Pájaros de verano,Carmiña Martínez
actor,\N,"[""Rapayet""]",Pájaros de verano,José Acosta
actress,\N,"[""Zaida""]",Pájaros de verano,Natalia Reyes
director,\N,\N,Pájaros de verano,Cristina Gallego
writer,written by,\N,Pájaros de verano,Maria Camila Arias
actress,\N,"[""Guida""]",A Vida Invisível,Julia Stockler
actress,\N,"[""Gisele""]",A Vida Invisível,Julia Stockler
actress,\N,"[""Eurídice""]",A Vida Invisível,Carol Duarte
director,\N,\N,A Vida Invisível,Karim Aïnouz
writer,screenplay,\N,A Vida Invisível,Murilo Hauser
actor,\N,"[""Major Chetwode""]",Downton Abbey,Stephen Campbell Moore
actor,\N,"[""Andy""]",Downton Abbey,Michael Fox
actress,\N,"[""Mrs Patmore""]",Downton Abbey,Lesley Nicol
director,director,\N,Downton Abbey,Michael Engler
writer,screenplay by,\N,Downton Abbey,Julian Fellowes
actor,\N,"[""Buster Scruggs (segment \""The Ballad of Buster Scruggs\"")""]",The Ballad of Buster Scruggs,Tim Blake Nelson
actor,\N,"[""The Kid (segment \""The Ballad of Buster Scruggs\"")""]",The Ballad of Buster Scruggs,Willie Watson
actor,\N,"[""Surly Joe (segment \""The Ballad of Buster Scruggs\"")""]",The Ballad of Buster Scruggs,Clancy Brown
director,\N,\N,The Ballad of Buster Scruggs,Ethan Coen
writer,written by,\N,The Ballad of Buster Scruggs,Joel Coen
director,\N,\N,Mommy Dead and Dearest,Erin Lee Carr
actor,\N,"[""Bart""]",I Can Only Imagine,John Michael Finley
actress,\N,"[""Shannon""]",I Can Only Imagine,Madeline Carroll
actor,\N,"[""Arthur""]",I Can Only Imagine,Dennis Quaid
director,director,\N,I Can Only Imagine,Andrew Erwin
writer,based on the life story of,\N,I Can Only Imagine,Bart Millard
actor,\N,"[""Sanjay Dutt 'Sanju'""]",Sanju,Ranbir Kapoor
actor,\N,"[""Sunil Dutt""]",Sanju,Paresh Rawal
actress,\N,"[""Nargis Dutt""]",Sanju,Manisha Koirala
director,\N,\N,Sanju,Rajkumar Hirani
writer,assistant dialogue writer,\N,Sanju,Abhiruchi Chand
actor,\N,"[""Buster Moon""]",Sing 2,Matthew McConaughey
actress,\N,"[""Rosita""]",Sing 2,Reese Witherspoon
actress,\N,"[""Ash""]",Sing 2,Scarlett Johansson
director,director,\N,Sing 2,Garth Jennings
writer,written by,\N,Sing 2,Garth Jennings
actress,\N,"[""Stella""]",Five Feet Apart,Haley Lu Richardson
actor,\N,"[""Will""]",Five Feet Apart,Cole Sprouse
actor,\N,"[""Poe""]",Five Feet Apart,Moises Arias
director,\N,\N,Five Feet Apart,Justin Baldoni
writer,written by,\N,Five Feet Apart,Mikki Daughtry
actor,\N,"[""Zach Sobiech""]",Clouds,Fin Argus
actress,\N,"[""Laura Sobiech""]",Clouds,Neve Campbell
actress,\N,"[""Sammy Brown""]",Clouds,Sabrina Carpenter
director,director,\N,Clouds,Justin Baldoni
writer,screenplay by,\N,Clouds,Kara Holden
actor,\N,"[""Newton Kumar""]",Newton,Rajkummar Rao
actor,\N,"[""Aatma Singh""]",Newton,Pankaj Tripathi
actress,\N,"[""Malko Netam""]",Newton,Anjali Patil
director,\N,\N,Newton,Amit Masurkar
writer,screenplay,\N,Newton,Amit Masurkar
actor,\N,"[""Vetrimaaran""]",Mersal,Joseph Vijay
actor,\N,"[""Maaran""]",Mersal,Joseph Vijay
actor,\N,"[""Vetri""]",Mersal,Joseph Vijay
director,director,\N,Mersal,Atlee
writer,story,\N,Mersal,Atlee
actor,\N,"[""Grey Trace""]",Upgrade,Logan Marshall-Green
actress,\N,"[""Asha Trace""]",Upgrade,Melanie Vallejo
actor,\N,"[""Jeff Handley""]",Upgrade,Steve Danielsen
director,director,\N,Upgrade,Leigh Whannell
writer,written by,\N,Upgrade,Leigh Whannell
actor,\N,"[""Fyodorov""]",Salyut-7,Vladimir Vdovichenkov
actor,\N,"[""Alyokhin""]",Salyut-7,Pavel Derevyanko
actor,\N,"[""Shubin""]",Salyut-7,Aleksandr Samoylenko
director,\N,\N,Salyut-7,Klim Shipenko
writer,idea,\N,Salyut-7,Aleksey Samolyotov
actress,\N,"[""Zula""]",Zimna wojna,Joanna Kulig
actor,\N,"[""Wiktor""]",Zimna wojna,Tomasz Kot
actor,\N,"[""Kaczmarek""]",Zimna wojna,Borys Szyc
director,director,\N,Zimna wojna,Pawel Pawlikowski
writer,story,\N,Zimna wojna,Pawel Pawlikowski
actor,\N,"[""Balram""]",The White Tiger,Adarsh Gourav
actor,\N,"[""Ashok""]",The White Tiger,Rajkummar Rao
actress,\N,"[""Pinky""]",The White Tiger,Priyanka Chopra Jonas
director,\N,\N,The White Tiger,Ramin Bahrani
writer,written for the screen by,\N,The White Tiger,Ramin Bahrani
actor,\N,"[""Mahito Maki""]",Kimitachi wa dô ikiru ka,Soma Santoki
actor,\N,"[""The Grey Heron""]",Kimitachi wa dô ikiru ka,Masaki Suda
actress,\N,"[""Kiriko""]",Kimitachi wa dô ikiru ka,Kô Shibasaki
director,\N,\N,Kimitachi wa dô ikiru ka,Hayao Miyazaki
writer,original story,\N,Kimitachi wa dô ikiru ka,Hayao Miyazaki
actress,\N,"[""Naina Mathur""]",Hichki,Rani Mukerji
actor,\N,"[""Akshay""]",Hichki,Rohit Saraf
actor,\N,"[""Older Killam""]",Hichki,Pankaj Anand
director,\N,\N,Hichki,Siddharth P Malhotra
writer,story and screenplay,\N,Hichki,Anckur Chaudhry
actor,\N,"[""Sinan Karasu""]",Ahlat Agaci,Dogu Demirkol
actor,\N,"[""Idris Karasu""]",Ahlat Agaci,Murat Cemcir
actress,\N,"[""Asuman Karasu""]",Ahlat Agaci,Bennu Yildirimlar
director,\N,\N,Ahlat Agaci,Nuri Bilge Ceylan
writer,\N,\N,Ahlat Agaci,Ebru Ceylan
actor,\N,"[""Father Daniel Flynn""]",Bad Times at the El Royale,Jeff Bridges
actor,\N,"[""Dock O'Kelly""]",Bad Times at the El Royale,Jeff Bridges
actress,\N,"[""Darlene Sweet""]",Bad Times at the El Royale,Cynthia Erivo
director,\N,\N,Bad Times at the El Royale,Drew Goddard
writer,written by,\N,Bad Times at the El Royale,Drew Goddard
actress,\N,"[""Evelyn Abbott""]",A Quiet Place,Emily Blunt
actor,\N,"[""Lee Abbott""]",A Quiet Place,John Krasinski
actress,\N,"[""Regan Abbott""]",A Quiet Place,Millicent Simmonds
director,\N,\N,A Quiet Place,John Krasinski
writer,screenplay by,\N,A Quiet Place,Bryan Woods
actor,\N,"[""Vikram Sethi""]",Ittefaq,Sidharth Malhotra
actress,\N,"[""Maya Sinha""]",Ittefaq,Sonakshi Sinha
actor,\N,"[""Dev Verma""]",Ittefaq,Akshaye Khanna
director,\N,\N,Ittefaq,Abhay Chopra
writer,\N,\N,Ittefaq,Abhay Chopra
actress,\N,"[""Evelyn Wang""]",Everything Everywhere All at Once,Michelle Yeoh
actress,\N,"[""Joy Wang""]",Everything Everywhere All at Once,Stephanie Hsu
actress,\N,"[""Jobu Tupaki""]",Everything Everywhere All at Once,Stephanie Hsu
director,director,\N,Everything Everywhere All at Once,Daniel Kwan
writer,written by,\N,Everything Everywhere All at Once,Daniel Kwan
actor,\N,"[""Protagonist""]",Tenet,John David Washington
actor,\N,"[""Neil""]",Tenet,Robert Pattinson
