originalTitle,actor,actress,archive_footage,archive_sound,casting_director,cinematographer,composer,director,editor,producer,production_designer,self,writer,isAdult,startYear,runtimeMinutes,genres
The Smashing Machine,,,,,,Stephen Schlueter,Boxhead Ensemble,John Hyams,John Hyams Jordan Mokriski,Jon Greenhalgh,,Mark Kerr Mark Coleman Dawn Staples Bas Rutten Eddie Goldman Royce Gracie Ken Shamrock Igor Vovchanchyn,,0,2002,93,Documentary Sport
The Smile Man,R. Sarathkumar Suresh Chandra Menon Rajkumar George Maryan Baby Aazhiya Kumar Natarajan Gopi Gpr,Sija Rose Iniya Priyadarshini Rajkumar,,,,Vikram Mohan,Gavaskar Avinash,Syam Praveen,San Lokesh,Salil Das Aneesh Haridasan Anandan T,,,Kamala Alchemis,0,2024,122,Crime Thriller
The Smiling Lieutenant,Maurice Chevalier Charles Ruggles George Barbier Hugh O'Connell Granville Bates Harry C. Bradley,Claudette Colbert Miriam Hopkins Maude Allen Carrie Daumery,,,,George J. Folsey,,Ernst Lubitsch,,Ernst Lubitsch,,,Ernest Vajda Samson Raphaelson Leopold Jacobson Hans Müller,0,1931,93,Comedy Musical Romance
The Snake Pit,Mark Stevens Leo Genn Glenn Langan Leif Erickson Howard Freeman,Olivia de Havilland Celeste Holm Helen Craig Beulah Bondi Lee Patrick,,,,Leo Tover,Alfred Newman,Anatole Litvak,Dorothy Spencer,Robert Bassler Anatole Litvak,,,Frank Partos Millen Brand Mary Jane Ward,0,1948,108,Drama Mystery
The Sniper,Arthur Franz Adolphe Menjou Gerald Mohr Frank Faylen Richard Kiley Fred Aldrich,Marie Windsor Mabel Paige Marlo Dwyer Geraldine Carr,,,,Burnett Guffey,George Antheil,Edward Dmytryk,Aaron Stell,Stanley Kramer,Rudolph Sternad,,Harry Brown Edna Anhalt Edward Anhalt,0,1952,88,Crime Drama Film-Noir
The Snow Walker,Barry Pepper James Cromwell Jon Gries Robin Dunne Malcolm Scott Michael Bublé Brad Sihvon Greg Spottiswood,Annabella Piugattuk Kiersten Warren,,,Jared Valentine,David Connell,Mychael Danna,Charles Martin Smith,Alison Grace,Rob Merilees William Vince,Doug Byggdin,,Charles Martin Smith Farley Mowat,0,2003,103,Adventure Drama
The Social Dilemma,,,,,Jenny Jue,John Behrens Jonathan Pope,Mark A. Crawford,Jeff Orlowski-Yang,Davis Coombe,Larissa Rhodes,Adam Wheatley,Tristan Harris Tristan Harris Jeff Seibert Jeff Seibert Bailey Richardson Joe Toscano Joe Toscano Sandy Parakilas Sandy Parakilas Guillaume Chaslot Guillaume Chaslot Guillaume Chaslot Lynn Fox Lynn Fox Aza Raskin Aza Raskin Aza Raskin Alex Roetter Tim Kendall Tim Kendall Tim Kendall,Vickie Curtis Davis Coombe Jeff Orlowski-Yang,0,2020,94,Documentary Drama
The Social Network,Jesse Eisenberg Andrew Garfield Justin Timberlake Bryan Barter Dustin Fitzsimons Joseph Mazzello Patrick Mapel Toby Meuli,Rooney Mara Alecia Svensen,,,Meagan Lewis Laray Mayfield,Jeff Cronenweth,Trent Reznor Atticus Ross,David Fincher,Kirk Baxter Angus Wall,Dana Brunetti Ceán Chaffin Michael De Luca Scott Rudin,Donald Graham Burt,,Aaron Sorkin Ben Mezrich,0,2010,120,Biography Drama
The Solid Gold Cadillac,John Williams Paul Douglas Fred Clark Hiram Sherman Ralph Dumke Ray Collins Arthur O'Connell George Burns,Judy Holliday Neva Patterson,,,,Charles Lang,Cyril J. Mockridge,Richard Quine,Charles Nelson,Fred Kohlmar,,,Abe Burrows George S. Kaufman Howard Teichmann,0,1956,99,Comedy Romance
The Song Remains the Same,,,,,,Ernest Day,,Peter Clifton Joe Massot,Humphrey Dixon,,,Robert Plant Jimmy Page John Paul Jones John Bonham Peter Grant Richard Cole Derek Skilton Colin Rigdon Led Zeppelin Jason Bonham,Peter Clifton,0,1976,137,Documentary Music
The Song of Bernadette,Charles Bickford William Eythe Vincent Price Lee J. Cobb Roman Bohnen,Jennifer Jones Gladys Cooper Anne Revere Mary Anderson Patricia Morison,,,,Arthur C. Miller,Alfred Newman,Henry King,Barbara McLean,William Perlberg,,,George Seaton Franz Werfel,0,1943,156,Biography Drama Mystery
The Sons of Katie Elder,John Wayne Dean Martin Michael Anderson Jr. Earl Holliman Jeremy Slate James Gregory Paul Fix George Kennedy Dennis Hopper,Martha Hyer,,,,Lucien Ballard,Elmer Bernstein,Henry Hathaway,,Hal B. Wallis,,,William H. Wright Allan Weiss Harry Essex Talbot Jennings,0,1965,122,Drama Western
The Sound of 007,,,,,,,Rael Jones,Mat Whitecross,Paul Monaghan,John Battsek,,Daniel Craig Michael Caine Rami Malek Naomie Harris Hans Zimmer Sam Mendes Martin Campbell Billie Eilish Cary Joji Fukunaga Maryam d'Abo,,0,2022,88,Documentary Music
The Sound of Fury,Frank Lovejoy Richard Carlson Lloyd Bridges Art Smith Renzo Cesana Cliff Clark,Kathleen Ryan Katherine Locke Adele Jergens Irene Vernon,,,,Guy Roe,Hugo Friedhofer,Cy Endfield,George Amy,Robert Stillman,Perry Ferguson,,Jo Pagano,0,1950,91,Crime Drama Film-Noir
The Sound of Music,Christopher Plummer Richard Haydn Nicholas Hammond Duane Chase,Julie Andrews Eleanor Parker Peggy Wood Charmian Carr Heather Menzies-Urich Angela Cartwright,,,,Ted D. McCord,,Robert Wise,William Reynolds,Robert Wise,Boris Leven,,Georg Hurdalek Howard Lindsay Russel Crouse Ernest Lehman,0,1965,172,Biography Drama Family
The Southerner,Zachary Scott J. Carrol Naish Percy Kilbride Charles Kemper Norman Lloyd Paul Harvey,Betty Field Beulah Bondi Blanche Yurka Estelle Taylor,,,,Lucien N. Andriot,Werner Janssen,Jean Renoir,Gregg G. Tallas,Robert Hakim David L. Loew,Eugène Lourié,,Hugo Butler George Sessions Perry Jean Renoir,0,1945,92,Drama Western
The Souvenir: Part II,James Spencer Ashworth Oli Bauer Jaygann Ayeh James Dodds Gail Ferguson,Tilda Swinton Honor Swinton Byrne Alice McMillan Ariane Labed Barbara Peirson,,,Olivia Scott-Webb,David Raedeker,,Joanna Hogg,Helle le Fevre,Ed Guiney Joanna Hogg Andrew Lowe Emma Norton,Stéphane Collonge,,Joanna Hogg,0,2021,107,Drama Romance
The Soviet Story,Jon Strickland,,Vladimir Lenin Alfred Rosenberg,,,Uvis Burjans Edgars Daugavvanags,Raimonds Pauls,Edvins Snore,Nic Gotham,Kristaps Valdnieks,,Vladimir Bukovsky Norman Davies Nikolay Melnik Volodimir Sergiychuk Boris Sokolov Pierre Rigoulot Françoise Thom,Edvins Snore,0,2008,86,Documentary History War
The Spanish Prisoner,Steve Martin Ben Gazzara Campbell Scott Ricky Jay Richard L. Friedman Jerry Graff G. Roy Levin David Pittu,Rebecca Pidgeon Hilary Hinckle,,,Kerry Barden Billy Hopkins Suzanne Smith Crowley,Gabriel Beristain,Carter Burwell,David Mamet,Barbara Tulliver,Jean Doumanian,Tim Galvin,,David Mamet,0,1997,110,Drama Mystery Thriller
The Sparks Brothers,,,Sparks Meyer Mael The Beatles The Who The Kinks,,,Jake Polonsky,,Edgar Wright,Paul Trewartha,George Hencken Nira Park Laura Richardson Edgar Wright,,Edgar Wright Ron Mael Russell Mael Earle Mankey Harley Feinstein,,0,2021,140,Biography Comedy Documentary
The Spiral Staircase,George Brent Kent Smith Gordon Oliver Rhys Williams James Bell,Dorothy McGuire Ethel Barrymore Rhonda Fleming Elsa Lanchester Sara Allgood,,,,Nicholas Musuraca,Roy Webb,Robert Siodmak,Harry Gerstad Harry Marker,Dore Schary,,,Mel Dinelli Ethel Lina White,0,1946,83,Drama Horror Mystery
The Spirit of '45,,,,,,,George Fenton,Ken Loach,Jonathan Morris,Rebecca O'Brien Kate Ogborn Lisa Marie Russo,,Eileen Thompson Julian Tudor Hart Dai Walters Sam Watts Ray Davies Dot Gibson Tony Benn Harry Keen John Rees Raphie de Santos,Ken Loach,0,2013,94,Documentary History
The Spirit of St. Louis,James Stewart Murray Hamilton Bartlett Robinson Marc Connelly Arthur Space Charles Watts Erville Alderson David Alpert,Patricia Smith Frances Allen,,,,Robert Burks J. Peverell Marley,Franz Waxman,Billy Wilder,Arthur P. Schmidt,Leland Hayward Billy Wilder,,,Charles A. Lindbergh Billy Wilder Wendell Mayes Charles Lederer,0,1957,135,Adventure Biography Drama
The SpongeBob SquarePants Movie,Tom Kenny Tom Kenny Tom Kenny Jeffrey Tambor Rodger Bumpass Rodger Bumpass Clancy Brown Bill Fagerbakke Bill Fagerbakke Bill Fagerbakke Mr. Lawrence Mr. Lawrence Mr. Lawrence,Carolyn Lawrence Jill Talley Jill Talley Mary Jo Catlett Scarlett Johansson,,,Judith Bouley Donna Grillo Paula Kaplan Carroll Day Kimble,Jerzy Zielinski,Gregor Narholz,Stephen Hillenburg Mark Osborne,Lynn Hobson,Albie Hecht Stephen Hillenburg Julia Pistor,Nick Jennings Chris L. Spellman,,Derek Drymon Tim Hill Stephen Hillenburg Kent Osborne,0,2004,87,Adventure Animation Comedy
The Spook Who Sat by the Door,Lawrence Cook J.A. Preston Paul Butler Don Blakely David Lemieux Byron Morrow Jack Aaron Joseph Mascolo,Janet League Paula Kelly,,,Martin Golar Thomas Hart,Michel Hugo,Herbie Hancock,Ivan Dixon,Michael Kahn,Ivan Dixon Sam Greenlee,,,Sam Greenlee Melvin Clay,0,1973,102,Action Crime Drama
The Spy Who Came in from the Cold,Richard Burton Oskar Werner Sam Wanamaker George Voskovec Rupert Davies Cyril Cusack Peter van Eyck Michael Hordern Robert Hardy,Claire Bloom,,,,Oswald Morris,Sol Kaplan,Martin Ritt,Anthony Harvey,Martin Ritt,Tambi Larsen,,John le Carré Paul Dehn Guy Trosper,0,1965,112,Drama Thriller
The Square,Claes Bang Dominic West Terry Notary Christopher Læssø Elijandro Edouard,Elisabeth Moss Lise Stephenson Engström Lilianne Mardon Marina Schiptjenko Annica Liljeblad,,,Pauline Hansson,Fredrik Wenzel,,Ruben Östlund,Jacob Secher Schulsinger Ruben Östlund,Philippe Bober Erik Hemmendorff,Josefin Åsberg,,Ruben Östlund,0,2017,151,Comedy Drama
The Squid and the Whale,Owen Kline Jeff Daniels Jesse Eisenberg William Baldwin David Benger Bo Berkman Matthew Kaplan,Laura Linney Anna Paquin Molly Barton,,,Douglas Aibel,Robert D. Yeoman,Britta Phillips Dean Wareham,Noah Baumbach,Tim Streeto,Wes Anderson Charlie Corwin Clara Markowicz Peter Newman,Anne Ross,,Noah Baumbach,0,2005,81,Comedy Drama
The Staircase II: The Last Chance,,,David Crabtree Arthur Holland,,,Isabelle Razavet,,Jean-Xavier de Lestrade,,Allyson Luchak,,Caitlin Atwater Bradley Bannon Freda Black Lori Campbell Tracey Cline Duane Deaver Ron Guerette Jim Hardin,Jean-Xavier de Lestrade,0,2013,130,Crime Documentary Drama
The Station Agent,Peter Dinklage Bobby Cannavale Paul Benjamin Jase Blankfort Josh Pais Richard Kind,Patricia Clarkson Paula Garcés Lynn Cohen Raven Goodwin,,,Kerry Barden Billy Hopkins Suzanne Smith Crowley,Oliver Bokelberg,Stephen Trask,Tom McCarthy,Tom McArdle,Robert May Mary Jane Skalski Kathryn Tucker,John Paino,,Tom McCarthy,0,2003,89,Comedy Drama
The Steel Helmet,Gene Evans Robert Hutton Steve Brodie James Edwards Richard Loo Sid Melton Richard Monahan William Chun Harold Fong Neyle Morrow,,,,,Ernest Miller,Paul Dunlap,Samuel Fuller,Philip Cahn,Samuel Fuller,,,Samuel Fuller,0,1951,85,Action Drama War
The Sting,Paul Newman Robert Redford Robert Shaw Charles Durning Ray Walston Harold Gould John Heffernan Dana Elcar Jack Kehoe,Eileen Brennan,,,,Robert Surtees,,George Roy Hill,William Reynolds,Tony Bill Julia Phillips Michael Phillips,,,David S. Ward,0,1973,129,Comedy Crime Drama
The Stone Roses: Made of Stone,,,,,,Laurie Rose,,Shane Meadows,Matthew Gray Chris King Tobias Zaldua,Mark Herbert,,Shane Meadows Ian Brown The Stone Roses Mani John Squire Reni Éric Cantona Liam Gallagher,,0,2013,97,Documentary Music
The Stoneman Murders,Kay Kay Menon Arbaaz Khan Virendra Saxena Rajesh Balwani Bobby Chandrabhan,Rukhsar Rehman Priya Ahuja Veebha Anand Manju Chauhan,,,Nitinn Rana,Srikanth Naroj,Suhas Shetty Siddhartth,Manish Gupta,Sanjib Datta,Bobby Bedi Sheetal Vinod Talwar,,,Manish Gupta,0,2009,95,Crime Drama Mystery
The Stoning of Soraya M.,Jim Caviezel Navid Negahban Ali Pourtash David Diaan Parviz Sayyad Vachik Mangassarian,Shohreh Aghdashloo Mozhan Navabi Vida Ghahremani Bita Sheibani,,,Deborah Aquila Jennifer L. Smith Tricia Wood,Joel Ransom,John Debney,Cyrus Nowrasteh,David Handman Geoffrey Rowland,Stephen McEveety John Shepherd,Judy Rhee,,Betsy Giffen Nowrasteh Cyrus Nowrasteh Freidoune Sahebjam,0,2008,114,Drama
The Story of Louis Pasteur,Paul Muni Donald Woods Fritz Leiber Henry O'Neill Porter Hall Raymond Brown Akim Tamiroff Halliwell Hobbes,Josephine Hutchinson Anita Louise,,,,Tony Gaudio,,William Dieterle,Ralph Dawson,,,,Sheridan Gibney Pierre Collings,0,1936,86,Biography Drama History
The Story of Luke,Lou Taylor Pucci Cary Elwes Tyler Stentiford Kenneth Welsh Dewshane Williams,Jayne Eastwood Pam Hyatt Kristin Bauer Mackenzie Munro Maria Moro-Franzisi,,,Monika Mikkelsen,David Klein,Mateo Messina,Alonso Mayo,Vikash Patel,Julien Favre Nina Leidersdorff Fred Roos,Craig Lathrop,,Alonso Mayo,0,2012,96,Comedy Drama Romance
The Story of Temple Drake,William Gargan Jack La Rue Guy Standing Irving Pichel William Collier Jr. James Eagles,Miriam Hopkins Florence Eldridge Jobyna Howland Elizabeth Patterson,,,,Karl Struss,,Stephen Roberts,,Benjamin Glazer,,,Oliver H.P. Garrett William Faulkner,0,1933,70,Crime Drama
The Straight Story,Richard Farnsworth Joseph A. Carpenter Donald Wiegert Dan Flannery Ed Grennan Jack Walsh,Sissy Spacek Jane Galloway Heitz Tracey Maloney Jennifer Edwards-Hughes,,,Jane Alderman Lynn Blumenthal,Freddie Francis,Angelo Badalamenti,David Lynch,Mary Sweeney,Neal Edelstein Mary Sweeney,Jack Fisk,,John Roach Mary Sweeney,0,1999,112,Biography Drama
The Strange Love of Martha Ivers,Van Heflin Kirk Douglas Roman Bohnen Darryl Hickman Frank Orth,Barbara Stanwyck Lizabeth Scott Judith Anderson Janis Wilson Ann Doran,,,,Victor Milner,Miklós Rózsa,Lewis Milestone,Archie Marshek,Hal B. Wallis,,,Robert Rossen John Patrick,0,1946,116,Drama Film-Noir Romance
The Stranger,Orson Welles Edward G. Robinson Philip Merivale Richard Long Konstantin Shayne Byron Keith Billy House David Bond,Loretta Young Martha Wentworth,,,,Russell Metty,Bronislau Kaper,Orson Welles,Ernest J. Nims,Sam Spiegel,Perry Ferguson,,Anthony Veiller Victor Trivas Decla Dunning,0,1946,95,Crime Drama Film-Noir
The Strangers' Case,Omar Sy Jay Abdo Mahmoud Bakri Saleh Bakri Ziad Bakri Jason Beghe Carlos Chahine Konstadinos Danikas,Massa Daoud Sara El Debuch,,,Mona Shehabi,Jonathan Sela,Nick Chuba,Brandt Andersen,,Brandt Andersen Ossama Bawardi Ryan Busse Charlie Endean,Julie Berghoff,,Brandt Andersen,0,2024,103,Drama
The Stratton Story,James Stewart Frank Morgan Bill Williams Bruce Cowling Cliff Clark Dean White Robert Gist,June Allyson Agnes Moorehead Mary Lawrence,,,,Harold Rosson,,Sam Wood,Ben Lewis,Jack Cummings,,,Douglas Morrow Guy Trosper,0,1949,106,Biography Drama Romance
The Strawberry Blonde,James Cagney Alan Hale Jack Carson George Tobias George Reeves Edward McNamara,Olivia de Havilland Rita Hayworth Una O'Connor Lucile Fairbanks,,,,James Wong Howe,Heinz Roemheld,Raoul Walsh,William Holmes,,,,Julius J. Epstein James Hagan,0,1941,99,Comedy Romance
The Student Prince in Old Heidelberg,Ramon Novarro Jean Hersholt Gustav von Seyffertitz Philippe De Lacy Edgar Norton Bobbie Mack Edward Connelly Otis Harlan John S. Peters,Norma Shearer,,,,John J. Mescall,Carl Davis,Ernst Lubitsch,Andrew Marton,Kevin Brownlow David Gill,,,Karl Heinrich Marian Ainslee Ruth Cummings,0,1927,106,Drama Romance
The Substance,Dennis Quaid Edward Hamilton-Clark Gore Abrams Oscar Lesage Christian Erickson Robin Greer Tom Morton Hugo Diego Garcia,Demi Moore Margaret Qualley,,,Laure Cochener,Benjamin Kracun,Raffertie,Coralie Fargeat,Jerome Eltabet Coralie Fargeat Valentin Féron,Tim Bevan Coralie Fargeat Eric Fellner,Stanislas Reydellet,,Coralie Fargeat,0,2024,141,Drama Horror Sci-Fi
The Suicide Squad,Idris Elba John Cena Joel Kinnaman Michael Rooker John Ostrander Nathan Fillion Jai Courtney Flula Borg,Margot Robbie Viola Davis,,,John Papsidera,Henry Braham,John Murphy,James Gunn,Fred Raskin Christian Wagner,Charles Roven Peter Safran,Beth Mickle,,James Gunn,0,2021,132,Action Adventure Comedy
The Sullivans,Thomas Mitchell Edward Ryan John Campbell James Cardwell John Alvin George Offerman Jr. Roy Roberts,Anne Baxter Selena Royle Trudy Marshall,,,,Lucien N. Andriot,Cyril J. Mockridge,Lloyd Bacon,Louis R. Loeffler,Sam Jaffe,,,Mary C. McCall Jr. Jules Schermer Edward Doherty,0,1944,112,Biography Drama History
The Sum of Us,Jack Thompson Russell Crowe John Polson Joss Moroney Des James Mick Campbell Donny Muntz,Deborah Kennedy Mitch Mathews Julie Herbert,,,Faith Martin,Geoff Burton,Dave Faulkner,Geoff Burton Kevin Dowling,Frans Vandenburg,Hal McElroy,Graham 'Grace' Walker,,David Stevens,0,1994,100,Comedy Drama
The Sundowners,Robert Mitchum Peter Ustinov Chips Rafferty Michael Anderson Jr. Wylie Watson John Meillon,Deborah Kerr Glynis Johns Dina Merrill Lola Brooks,,,Robert Lennard Gloria Payten,Jack Hildyard,Dimitri Tiomkin,Fred Zinnemann,Jack Harris,Gerry Blattner,,,Isobel Lennart Jon Cleary,0,1960,133,Drama Western
The Sunshine Boys,Walter Matthau George Burns Richard Benjamin F. Murray Abraham Howard Hesseman James Cranna Ron Rifkin,Lee Meredith Carol Arthur Rosetta LeNoire,,,Jennifer Shull,David M. Walsh,Irwin Fisch,Herbert Ross,John F. Burnett,Ray Stark,Albert Brenner,,Neil Simon,0,1975,111,Comedy
The Super Bob Einstein Movie,,,,,,Larry Herbst Matthew Wachsman,Nathan East John Robinson Tom Scott,Danny Gold,Michael Mayhew,Danny Gold Aimee Hyatt George Shapiro,,Albert Brooks John Byner Larry David Susie Essman Jeff Garlin Cheryl Hines Jimmy Kimmel Norman Lear David Letterman Steve Martin,Danny Gold Michael Mayhew,0,2021,75,Biography Comedy Documentary
The Suspect,Charles Laughton Dean Harens Stanley Ridges Henry Daniell Raymond Severn Gudipalli Rushi Kiran Shirigilam Rupa Erugurala Rajitha Marreboina Shiva Kumar,Ella Raines Rosalind Ivan Molly Lamont Eve Amber Maude Eburne Ghattamaneni Swetha,,,,Paul Ivano Patlolla Raghu,Frank Skinner Maduri Prajwal Krish,Robert Siodmak Garnepudi Radha Krishna,Arthur Hilton Tamtam Praveen,Islin Auster Gudipalli Kiran Kumar,,,Bertram Millhauser Arthur T. Horman James Ronald Garnepudi Radha Krishna,0,1944,85,Drama Film-Noir Thriller
The Suspect,Charles Laughton Dean Harens Stanley Ridges Henry Daniell Raymond Severn Gudipalli Rushi Kiran Shirigilam Rupa Erugurala Rajitha Marreboina Shiva Kumar,Ella Raines Rosalind Ivan Molly Lamont Eve Amber Maude Eburne Ghattamaneni Swetha,,,,Paul Ivano Patlolla Raghu,Frank Skinner Maduri Prajwal Krish,Robert Siodmak Garnepudi Radha Krishna,Arthur Hilton Tamtam Praveen,Islin Auster Gudipalli Kiran Kumar,,,Bertram Millhauser Arthur T. Horman James Ronald Garnepudi Radha Krishna,0,2025,\N,Crime Drama
The Sweet Hereafter,Ian Holm Tom McCamus Maury Chaykin,Sarah Polley Caerthan Banks Gabrielle Rose Alberta Watson Stephanie Morgenstern Kirsten Kieferle Arsinée Khanjian,,,,Paul Sarossy,Mychael Danna,Atom Egoyan,Susan Shipton,Atom Egoyan Camelia Frieberg,Phillip Barker,,Russell Banks Atom Egoyan,0,1997,112,Drama
The Swimmer,Burt Lancaster Tony Bickley Bill Fiore David Garfield,Janet Landgard Janice Rule Marge Champion Nancy Cushman Kim Hunter Rose Gregorio,,,,David L. Quaid,Marvin Hamlisch,Frank Perry,Sidney Katz Carl Lerner Pat Somerset,Roger H. Lewis Frank Perry,,,Eleanor Perry John Cheever,0,1968,95,Drama
The Swimmers,Ali Suliman Matthias Schweighöfer James Krishna Floyd Balázs Csémy Ahmed Malek Dritan Kastrati Roderick Hill Mudar Abbara Alfredo Tavares,Bridgitta Roy,,,Shaheen Baig,Christopher Ross,Steven Price,Sally El Hosaini,Iain Kitching,Tim Bevan Tim Cole Eric Fellner Ali Jaafar,Patrick Rolfe,,Jack Thorne,0,2022,134,Biography Drama Sport
The Sword in the Stone,Rickie Sorensen Sebastian Cabot Sebastian Cabot Karl Swenson Junius Matthews Norman Alden Alan Napier Richard Reitherman Robert Reitherman,Ginny Tyler Martha Wentworth Martha Wentworth Martha Wentworth,,,,,George Bruns,Wolfgang Reitherman,Donald Halliday,,,,Bill Peet T.H. White,0,1963,79,Adventure Animation Comedy
The Syrian Bride,Makram Khoury Ashraf Barhom Ali Suliman Adnan Tarabshi Uri Gavriel,Hiam Abbass Clara Khoury Evelyn Kaplun Julie-Anne Roth Marlene Bajali,,,Yael Aviv,Michael Wiesweg,Cyril Morin,Eran Riklis,Tova Ascher,Bettina Brokemper Antoine de Clermont-Tonnerre Michael Eckelt Eran Riklis,Avi Fahima,,Suha Arraf Eran Riklis,0,2004,97,Comedy Drama
The T.A.M.I. Show,,,,,,Jim Kilgore,,Steve Binder,Kent Mackenzie Bruce B. Pierce,Lee Savin,Franklin Swig,The Beach Boys The Barbarians Chuck Berry The Blossoms James Brown and The Famous Flames Marvin Gaye Gerry and the Pacemakers Lesley Gore Jan & Dean Billy J. Kramer and the Dakotas,,0,1964,123,Documentary Music
The Take,,,Bill Clinton,,,Mark Ellam,David Wall,Avi Lewis,Ricardo Acosta,Silva Basmajian Naomi Klein Avi Lewis,,Matilde Adorno Michel Camadessus Gustavo Cordera Freddy Espinoza Raul Godoy Néstor Kirchner Naomi Klein Avi Lewis Celia Martinez,Naomi Klein,0,2004,87,Documentary
The Taking of Pelham One Two Three,Walter Matthau Robert Shaw Martin Balsam Hector Elizondo Earl Hindman James Broderick Dick O'Neill Lee Wallace Tom Pedi,Beatrice Winde,,,Alixe Gordin,Owen Roizman,David Shire,Joseph Sargent,Gerald B. Greenberg Robert Q. Lovett,Gabriel Katzka Edgar J. Scherick,,,John Godey Peter Stone,0,1974,104,Action Crime Thriller
The Tale,Jason Ritter Common Matthew Rauch John Heard,Laura Dern Elizabeth Debicki Jessica Sarah Flaum Laura Allen Juli Erickson Ellen Burstyn,,,Matthew Maisto,Denis Lenoir Ivan Strasburg,Ariel Marx,Jennifer Fox,Anne Fabini Alex Hall Gary Levy,Sol Bondy Jennifer Fox Lawrence Inglee Mynette Louie,Debbie DeVilla,,Jennifer Fox,0,2018,114,Biography Drama Mystery
